rank,concept_name,component_count,stock_code,stock_name
52,光纤,9,603618,杭电股份
53,农业,8,000930,中粮科技
53,农业,8,000998,隆平高科
53,农业,8,002041,登海种业
53,农业,8,002637,赞宇科技
53,农业,8,300087,荃银高科
53,农业,8,600598,北大荒
53,农业,8,601118,海南橡胶
53,农业,8,601952,苏垦农发
54,功率半导体,13,002079,苏州固锝
54,功率半导体,13,002484,江海股份
54,功率半导体,13,300373,扬杰科技
54,功率半导体,13,600460,士兰微
54,功率半导体,13,600703,三安光电
54,功率半导体,13,603290,斯达半导
54,功率半导体,13,605111,新洁能
54,功率半导体,13,605358,立昂微
54,功率半导体,13,688187,时代电气
54,功率半导体,13,688234,天岳先进
54,功率半导体,13,688261,东微半导
54,功率半导体,13,688396,华润微
54,功率半导体,13,688711,宏微科技
55,半导体设备材料,18,002371,北方华创
55,半导体设备材料,18,002409,雅克科技
55,半导体设备材料,18,003031,中瓷电子
55,半导体设备材料,18,300285,国瓷材料
55,半导体设备材料,18,300567,精测电子
55,半导体设备材料,18,300604,长川科技
55,半导体设备材料,18,301611,珂玛科技
55,半导体设备材料,18,301629,矽电股份
55,半导体设备材料,18,603061,金海通
55,半导体设备材料,18,603929,亚翔集成
55,半导体设备材料,18,688012,中微公司
55,半导体设备材料,18,688037,芯源微
55,半导体设备材料,18,688072,拓荆科技
55,半导体设备材料,18,688200,华峰测控
55,半导体设备材料,18,688419,耐科装备
55,半导体设备材料,18,688627,精智达
55,半导体设备材料,18,688652,京仪装备
55,半导体设备材料,18,688809,强一股份
56,半导体零部件,8,300260,新莱应材
56,半导体零部件,8,301611,珂玛科技
56,半导体零部件,8,600641,先导基电
56,半导体零部件,8,688409,富创精密
56,半导体零部件,8,688596,正帆科技
56,半导体零部件,8,688652,京仪装备
56,半导体零部件,8,688785,恒运昌
56,半导体零部件,8,688797,臻宝科技
57,华为昇腾,12,000034,神州数码
57,华为昇腾,12,000628,高新发展
57,华为昇腾,12,002261,拓维信息
57,华为昇腾,12,002843,泰嘉股份
57,华为昇腾,12,002897,意华股份
57,华为昇腾,12,301236,软通动力
57,华为昇腾,12,600410,华胜天成
57,华为昇腾,12,600498,烽火通信
57,华为昇腾,12,600839,四川长虹
57,华为昇腾,12,688372,伟测科技
57,华为昇腾,12,688519,南亚新材
57,华为昇腾,12,688629,华丰科技
58,变压器,11,000400,许继电气
58,变压器,11,002028,思源电气
58,变压器,11,002112,三变科技
58,变压器,11,002270,华明装备
58,变压器,11,002885,京泉华
58,变压器,11,002922,伊戈尔
58,变压器,11,600089,特变电工
58,变压器,11,600312,平高电气
58,变压器,11,601126,四方股份
58,变压器,11,601179,中国西电
58,变压器,11,688676,金盘科技
59,哈勃,9,301629,矽电股份
59,哈勃,9,688048,长光华芯
59,哈勃,9,688141,杰华特
59,哈勃,9,688182,灿勤科技
59,哈勃,9,688234,天岳先进
59,哈勃,9,688515,裕太微
59,哈勃,9,688629,华丰科技
59,哈勃,9,688790,昂瑞微
59,哈勃,9,688809,强一股份
60,国产IDC,15,001339,智微智能
60,国产IDC,15,001896,豫能控股
60,国产IDC,15,300137,先河环保
60,国产IDC,15,300442,润泽科技
60,国产IDC,15,300846,首都在线
60,国产IDC,15,300857,协创数据
60,国产IDC,15,300911,亿田智能
60,国产IDC,15,301189,奥尼电子
60,国产IDC,15,301248,杰创智能
60,国产IDC,15,301396,宏景科技
60,国产IDC,15,600589,大位科技
60,国产IDC,15,603629,利通电子
60,国产IDC,15,603881,数据港
60,国产IDC,15,688158,优刻得-W
60,国产IDC,15,688316,青云科技-U
61,国产光刻机,12,002222,福晶科技
61,国产光刻机,12,002338,奥普光电
61,国产光刻机,12,300293,蓝英装备
61,国产光刻机,12,301297,富乐德
61,国产光刻机,12,301392,汇成真空
61,国产光刻机,12,301421,波长光电
61,国产光刻机,12,600619,海立股份
61,国产光刻机,12,600895,张江高科
61,国产光刻机,12,603297,永新光学
61,国产光刻机,12,688010,福光股份
61,国产光刻机,12,688448,磁谷科技
61,国产光刻机,12,688502,茂莱光学
62,存储,13,001309,德明利
62,存储,13,002654,万润科技
62,存储,13,300302,同有科技
62,存储,13,300475,香农芯创
62,存储,13,300806,斯迪克
62,存储,13,300857,协创数据
62,存储,13,301308,江波龙
62,存储,13,603986,兆易创新
62,存储,13,688008,澜起科技
62,存储,13,688110,东芯股份
62,存储,13,688416,恒烁股份
62,存储,13,688525,佰维存储
62,存储,13,688766,普冉股份
63,对日替代,36,002407,多氟多
63,对日替代,36,002409,雅克科技
63,对日替代,36,002430,杭氧股份
63,对日替代,36,002971,和远气体
63,对日替代,36,300054,鼎龙股份
63,对日替代,36,300263,隆华科技
63,对日替代,36,300346,南大光电
63,对日替代,36,300398,飞凯材料
63,对日替代,36,300576,容大感光
63,对日替代,36,300655,晶瑞电材
63,对日替代,36,300666,江丰电子
63,对日替代,36,300706,阿石创
63,对日替代,36,301045,天禄科技
63,对日替代,36,301611,珂玛科技
63,对日替代,36,600063,皖维高新
63,对日替代,36,600135,乐凯胶片
63,对日替代,36,600141,兴发集团
63,对日替代,36,600160,巨化股份
63,对日替代,36,600206,有研新材
63,对日替代,36,600367,红星发展
63,对日替代,36,600378,昊华科技
63,对日替代,36,603078,江化微
63,对日替代,36,603181,皇马科技
63,对日替代,36,603650,彤程新材
63,对日替代,36,603931,格林达
63,对日替代,36,605358,立昂微
63,对日替代,36,688019,安集科技
63,对日替代,36,688106,金宏气体
63,对日替代,36,688126,沪硅产业
63,对日替代,36,688138,清溢光电
63,对日替代,36,688146,中船特气
63,对日替代,36,688268,华特气体
63,对日替代,36,688401,路维光电
63,对日替代,36,688535,华海诚科
63,对日替代,36,688596,正帆科技
63,对日替代,36,688720,艾森股份
64,小金属,16,000510,新金路
64,小金属,16,000629,钒钛股份
64,小金属,16,000751,锌业股份
64,小金属,16,000960,锡业股份
64,小金属,16,000962,东方钽业
64,小金属,16,002428,云南锗业
64,小金属,16,600301,华锡有色
64,小金属,16,600456,宝钛股份
64,小金属,16,600459,贵研铂业
64,小金属,16,600497,驰宏锌锗
64,小金属,16,600549,厦门钨业
64,小金属,16,601061,中信金属
64,小金属,16,601958,金钼股份
64,小金属,16,603505,金石资源
64,小金属,16,603663,三祥新材
64,小金属,16,688480,赛恩斯
65,机器人,21,000559,万向钱潮
65,机器人,21,000700,模塑科技
65,机器人,21,002050,三花智控
65,机器人,21,300115,长盈精密
65,机器人,21,300421,力星股份
65,机器人,21,300953,震裕科技
65,机器人,21,301196,唯科科技
65,机器人,21,301225,恒勃股份
65,机器人,21,301529,福赛科技
65,机器人,21,301550,斯菱智驱
65,机器人,21,601100,恒立液压
65,机器人,21,601689,拓普集团
65,机器人,21,603037,凯众股份
65,机器人,21,603040,新坐标
65,机器人,21,603119,浙江荣泰
65,机器人,21,603179,新泉股份
65,机器人,21,603286,日盈电子
65,机器人,21,603667,五洲新春
65,机器人,21,603730,岱美股份
65,机器人,21,603926,铁流股份
65,机器人,21,688698,伟创电气
66,核聚变,10,002639,雪人集团
66,核聚变,10,002735,王子新材
66,核聚变,10,600105,永鼎股份
66,核聚变,10,600353,旭光电子
66,核聚变,10,600363,联创光电
66,核聚变,10,601611,中国核建
66,核聚变,10,601727,上海电气
66,核聚变,10,603011,合锻智能
66,核聚变,10,603169,兰石重装
66,核聚变,10,688776,国光电气
67,洁净室,5,301235,华康洁净
67,洁净室,5,601133,柏诚股份
67,洁净室,5,603163,圣晖集成
67,洁净室,5,603929,亚翔集成
67,洁净室,5,688376,美埃科技
68,液冷,12,002536,飞龙股份
68,液冷,12,002600,领益智造
68,液冷,12,002837,英维克
68,液冷,12,300128,锦富技术
68,液冷,12,300602,飞荣达
68,液冷,12,300731,科创新源
68,液冷,12,300990,同飞股份
68,液冷,12,301018,申菱环境
68,液冷,12,301086,鸿富瀚
68,液冷,12,301123,奕东电子
68,液冷,12,301489,思泉新材
68,液冷,12,603090,宏盛股份
69,燃机,7,000534,万泽股份
69,燃机,7,002353,杰瑞股份
69,燃机,7,002478,常宝股份
69,燃机,7,301468,博盈特焊
69,燃机,7,600875,东方电气
69,燃机,7,603308,应流股份
69,燃机,7,605060,联德股份
70,玻璃基板,10,000725,京东方A
70,玻璃基板,10,300323,华灿光电
70,玻璃基板,10,300776,帝尔激光
70,玻璃基板,10,301188,力诺药包
70,玻璃基板,10,600707,彩虹股份
70,玻璃基板,10,688079,美迪凯
70,玻璃基板,10,688531,日联科技
70,玻璃基板,10,688630,芯碁微装
70,玻璃基板,10,688700,东威科技
70,玻璃基板,10,920438,戈碧迦
71,电力电子,8,000636,风华高科
71,电力电子,8,002364,中恒电气
71,电力电子,8,002484,江海股份
71,电力电子,8,300408,三环集团
71,电力电子,8,600563,法拉电子
71,电力电子,8,601126,四方股份
71,电力电子,8,603115,海星股份
71,电力电子,8,688234,天岳先进
72,电子布,8,001359,平安电工
72,电子布,8,002080,中材科技
72,电子布,8,300395,菲利华
72,电子布,8,301526,国际复材
72,电子布,8,600176,中国巨石
72,电子布,8,603256,宏和科技
72,电子布,8,605006,山东玻纤
72,电子布,8,688150,莱特光电
73,电网,12,000601,韶能股份
73,电网,12,000682,东方电子
73,电网,12,001896,豫能控股
73,电网,12,002015,协鑫能科
73,电网,12,300513,恒实科技
73,电网,12,301162,国能日新
73,电网,12,301638,南网数字
73,电网,12,600406,国电南瑞
73,电网,12,600452,涪陵电力
73,电网,12,600821,金开新能
73,电网,12,601868,中国能建
73,电网,12,688248,南网科技
74,航天,18,001270,*ST铖昌
74,航天,18,002046,国机精工
74,航天,18,002149,西部材料
74,航天,18,002792,通宇通讯
74,航天,18,300102,乾照光电
74,航天,18,300136,信维通信
74,航天,18,300503,昊志机电
74,航天,18,300751,迈为股份
74,航天,18,301005,超捷股份
74,航天,18,301232,飞沃科技
74,航天,18,301306,西测测试
74,航天,18,600118,中国卫星
74,航天,18,600343,航天动力
74,航天,18,600498,烽火通信
74,航天,18,600552,凯盛科技
74,航天,18,600879,航天电子
74,航天,18,688270,ST臻镭
74,航天,18,688333,铂力特
75,苹果折叠屏,2,300328,宜安科技
75,苹果折叠屏,2,688210,统联精密
76,量子科技,8,000555,神州信息
76,量子科技,8,002017,东信和平
76,量子科技,8,002054,德美化工
76,量子科技,8,300520,科大国创
76,量子科技,8,600131,国网信通
76,量子科技,8,688027,国盾量子
76,量子科技,8,688262,国芯科技
76,量子科技,8,688622,禾信仪器
77,钠离子,13,002580,圣阳股份
77,钠离子,13,002733,雄韬股份
77,钠离子,13,002866,传艺科技
77,钠离子,13,300035,中科电气
77,钠离子,13,300174,元力股份
77,钠离子,13,300438,鹏辉能源
77,钠离子,13,300586,美联新材
77,钠离子,13,300758,七彩化学
77,钠离子,13,300890,翔丰华
77,钠离子,13,600152,维科技术
77,钠离子,13,600348,华阳股份
77,钠离子,13,688005,容百科技
77,钠离子,13,688707,振华新材
78,钨产业链,7,000657,中钨高新
78,钨产业链,7,002378,章源钨业
78,钨产业链,7,301377,鼎泰高科
78,钨产业链,7,600549,厦门钨业
78,钨产业链,7,688059,华锐精密
78,钨产业链,7,688257,新锐股份
78,钨产业链,7,688308,欧科亿
79,铜连接,10,002130,沃尔核材
79,铜连接,10,002475,立讯精密
79,铜连接,10,300563,神宇股份
79,铜连接,10,300679,电连技术
79,铜连接,10,300863,卡倍亿
79,铜连接,10,300913,兆龙互连
79,铜连接,10,600577,精达股份
79,铜连接,10,605277,新亚电子
79,铜连接,10,688668,鼎通科技
79,铜连接,10,688800,瑞可达
80,锂电池材料,11,001301,尚太科技
80,锂电池材料,11,002407,多氟多
80,锂电池材料,11,002709,天赐材料
80,锂电池材料,11,002759,天际股份
80,锂电池材料,11,002812,恩捷股份
80,锂电池材料,11,301292,海科新源
80,锂电池材料,11,301358,湖南裕能
80,锂电池材料,11,603026,石大胜华
80,锂电池材料,11,603659,璞泰来
80,锂电池材料,11,603978,深圳新星
80,锂电池材料,11,688353,华盛锂电
81,锂矿,14,000408,藏格矿业
81,锂矿,14,000688,国城矿业
81,锂矿,14,000762,西藏矿业
81,锂矿,14,000792,盐湖股份
81,锂矿,14,001203,大中矿业
81,锂矿,14,002176,江特电机
81,锂矿,14,002240,盛新锂能
81,锂矿,14,002460,赣锋锂业
81,锂矿,14,002466,天齐锂业
81,锂矿,14,002497,雅化集团
81,锂矿,14,002738,中矿资源
81,锂矿,14,002756,永兴材料
81,锂矿,14,300390,天华新能
81,锂矿,14,603799,华友钴业
